Código Mantenedora,Razão Social,CNPJ,Natureza Jurídica,Código IES,Instituição(IES),Sigla,Endereço,Município,UF,Organização Acadêmica,Tipo de Credenciamento,Categoria,Categoria Administrativa,CI,Ano CI,CI-EaD,Ano CI-EaD,IGC,Ano IGC,Situação
14514,EDITORA E DISTRIBUIDORA EDUCACIONAL S/A,38.733.648/0001-40,Privada com fins lucrativos,21275,Faculdade Anhanguera de Erechim,-,R. Quinze de Novembro - 237 - CEP: 99700-000 - Centro,Erechim,RS,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2017,-,,-,,Ativa
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,3603,FACULDADE ANHANGUERA DE GUARULHOS,-,Rua do Rosário - 300 - CEP: 07111-080 - Macedo,Guarulhos,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2009,-,,3,2017,Ativa
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,3937,Faculdade Anhanguera de Indaiatuba,-,Rua Cláudio Dal Canton - 89 - CEP: 13334-390 - Cidade Nova II,Indaiatuba,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2013,-,,3,2017,Ativa
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,4878,FACULDADE ANHANGUERA DE ITAPECERICA DA SERRA,-,Avenida XV de Novembro - 1586 - CEP: 06850-100 - Centro,Itapecerica da Serra,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2018,-,,3,2017,Ativa
14514,EDITORA E DISTRIBUIDORA EDUCACIONAL S/A,38.733.648/0001-40,Privada com fins lucrativos,21554,Faculdade Anhanguera de Itapeva,-,Rua Benjamin Constant - 654 - CEP: 18405-000 - Jardim Ferrari,Itapeva,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2017,-,,-,,Ativa
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,5555,FACULDADE ANHANGUERA DE JACAREÍ,-,Rua Santa Catarina - 75 - CEP: 12307-130 - Vila Pinheiro,Jacareí,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2018,-,,3,2017,Ativa
14514,EDITORA E DISTRIBUIDORA EDUCACIONAL S/A,38.733.648/0001-40,Privada com fins lucrativos,21239,Faculdade Anhanguera de Jaú,-,Avenida do Café - 250 - CEP: 17208-010 - Vila Netinho Prado,Jaú,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2017,-,,-,,Ativa
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,5668,FACULDADE ANHANGUERA DE JOINVILLE,-,Rua Presidente Campos Salles - 850 - CEP: 89217-100 - Glória,Joinville,SC,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2018,-,,3,2017,Ativa
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1412,FACULDADE ANHANGUERA DE JUNDIAÍ,-,Rua do Retiro - 3.000 - CEP: 13209-355 - Vila das Hortências,Jundiaí,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2017,-,,3,2017,Ativa
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,3936,FACULDADE ANHANGUERA DE LIMEIRA,-,Rua Clarino Peixoto de Oliveira - 280 - CEP: 13482-231 - Jardim Maria Brushi Modeneis,Limeira,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2014,-,,3,2017,Ativa
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,21834,Faculdade Anhanguera de Marilia,-,Rua Floriano Peixoto - 282 - CEP: 17501-442 - Barbosa,Marília,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2017,-,,-,,Ativa
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,2355,FACULDADE ANHANGUERA DE MATÃO,-,Via Augusto Bambozzi - 100 - CEP: 15993-200 - Boa Vista,Matão,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2016,-,,3,2017,Ativa
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,21833,Faculdade Anhanguera de Mogi Guaçu,-,Rua Barretos - 57 - CEP: 13847-011 - Jardim Cruzeiro,Mogi Guaçu,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2018,-,,-,,Ativa
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1710,FACULDADE ANHANGUERA DE NEGÓCIOS E TECNOLOGIAS DA INFORMAÇÃO,-,Quadra QS 1 Rua 210 - 40 - CEP: 71950-770 - Taguatinga Sul,Brasília,DF,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2016,-,,3,2017,Ativa
14514,EDITORA E DISTRIBUIDORA EDUCACIONAL S/A,38.733.648/0001-40,Privada com fins lucrativos,20574,Faculdade Anhanguera de Nova Iguaçu,-,Rua Capitão Chaves - 60/62 - CEP: 26221-010 - Centro,Nova Iguaçu,RJ,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2017,-,,-,,Ativa
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1345,FACULDADE ANHANGUERA DE OSASCO,-,Avenida dos Autonomistas - 1325 - CEP: 06020-015 - Vila Campesina,Osasco,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2009,-,,3,2017,Ativa
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1830,FACULDADE ANHANGUERA DE PASSO FUNDO,-,Rua Paissandu - 1200 - CEP: 99010-101 - Centro,Passo Fundo,RS,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2018,-,,3,2017,Ativa
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,2191,FACULDADE ANHANGUERA DE PELOTAS,-,Avenida Fernando Osório - 2.301 - CEP: 96055-035 - Três Vendas,Pelotas,RS,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2013,-,,3,2017,Ativa
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,12791,FACULDADE ANHANGUERA DE PINDAMONHANGABA,-,Avenida Nossa Senhora do Bom Sucesso - 3344 - CEP: 12420-010 - Campo Alegre,Pindamonhangaba,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2017,-,,3,2017,Ativa
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,4656,FACULDADE ANHANGÜERA DE PIRACICABA,-,Rua Santa Catarina - 1.005 - CEP: 13425-075 - Piracicamirim,Piracicaba,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2017,-,,3,2017,Ativa
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,13620,FACULDADE ANHANGUERA DE PORTO ALEGRE,-,Avenida Cavalhada - 4980 - CEP: 91740-000 - Cavalhada,Porto Alegre,RS,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2017,-,,-,,Ativa
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,5288,FACULDADE ANHANGÜERA DE RIBEIRÃO PRETO,-,Avenida Eduardo Andréa Matarazzo - 891 - CEP: 14080-730 - Via Norte,Ribeirão Preto,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2016,-,,3,2017,Ativa
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,4013,FACULDADE ANHANGUERA DE RIO CLARO,-,Rua 22 Be - 669 - CEP: 13501-388 - Chácara Luza,Rio Claro,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2013,-,,3,2017,Ativa
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,4138,FACULDADE ANHANGUERA DE SANTA BÁRBARA,-,Rua Juscelino Kubitschek de Oliveira - 1450 - CEP: 13456-401 - 2º Distrito Industrial,Santa Bárbara d´Oeste,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2013,-,,3,2017,Ativa
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1478,FACULDADE ANHANGUERA DE SÃO BERNARDO,-,Rua Atlântica - 729 - CEP: 09750-480 - Jardim do Mar,São Bernardo do Campo,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2017,-,,3,2017,Ativa
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1784,Faculdade Anhanguera de São Caetano,-,Rua Amazonas - 2000 - CEP: 09540-203 - Oswaldo Cruz,São Caetano do Sul,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2013,-,,2,2017,Ativa
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,4652,FACULDADE ANHANGÜERA DE SÃO JOSÉ,-,Avenida Dr. João Batista de Souza Soares - 4.009 - CEP: 12236-660 - Cidade Morumbi,São José dos Campos,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2013,-,,3,2017,Ativa
14514,EDITORA E DISTRIBUIDORA EDUCACIONAL S/A,38.733.648/0001-40,Privada com fins lucrativos,21238,Faculdade Anhanguera de São José do Rio Preto,-,Rua José Scarpelli Sobrinho - 0 - CEP: 15090-390 - Jardim Vivendas,São José do Rio Preto,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2018,-,,-,,Ativa
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1456,FACULDADE ANHANGUERA DE SERTÃOZINHO (FASERT),FASERT,Avenida Antônio Paschoal - 1954 - CEP: 14170-700 - Jardim São José,Sertãozinho,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2017,-,,3,2017,Ativa
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,4655,FACULDADE ANHANGÜERA DE SOROCABA (FSO),FSO,Avenida Doutor Armando Pannunzio - 1478 - CEP: 18050-000 - Jardim Vera Cruz,Sorocaba,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2016,-,,3,2017,Ativa
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,11308,FACULDADE ANHANGUERA DE SUMARÉ (FACSUMARÉ),FACSUMARÉ,Avenida Eugênio Biancalana Duarte - 501 - CEP: 13173-050 - Jardim Primavera,Sumaré,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2017,-,,3,2017,Ativa
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1499,FACULDADE ANHANGUERA DE TABOÃO DA SERRA (FATS),FATS,Rodovia Regis Bittencourt - 199 - CEP: 06768-000 - Centro,Taboão da Serra,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2018,-,,3,2017,Ativa
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1518,FACULDADE ANHANGUERA DE TAGUATINGA,-,Quadra QI 20 - S/N - CEP: 72135-200 - Setor Industrial (Taguatinga),Brasília,DF,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2018,-,,3,2017,Ativa
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,4141,FACULDADE ANHANGUERA DE TAUBATÉ,-,Avenida José Olegário de Barros - 46/58 - CEP: 12060-400 - Vila Nossa Senhora das Graças,Taubaté,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2013,-,,3,2017,Ativa
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1776,Faculdade Anhanguera de Tecnologia de Jundiaí,-,Rua Senador Fonseca - 1182 - CEP: 13201-017 - Centro,Jundiaí,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2017,-,,3,2017,Ativa
14514,EDITORA E DISTRIBUIDORA EDUCACIONAL S/A,38.733.648/0001-40,Privada com fins lucrativos,20588,Faculdade Anhanguera de Uruguaiana,-,Rua Duque de Caxias - 3148 - CEP: 97502-772 - São Miguel,Uruguaiana,RS,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2018,-,,-,,Ativa
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,3612,FACULDADE ANHANGUERA DE VALINHOS,-,Avenida Invernada - 595 - CEP: 13271-450 - Vera Cruz,Valinhos,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2017,-,,3,2017,Ativa
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,2756,FACULDADE ANHANGUERA DE VALPARAÍSO,-,Quadra Quadra 5 - S/N - CEP: 72870-105 - Parque Rio Branco,Valparaíso de Goiás,GO,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2011,-,,3,2017,Ativa
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,2194,FACULDADE ANHANGUERA DO RIO GRANDE,-,Av Avenida Rheingantz - 91 - CEP: 96202-364 - Vila Triângulo,Rio Grande,RS,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2018,-,,3,2017,Ativa
14514,EDITORA E DISTRIBUIDORA EDUCACIONAL S/A,38.733.648/0001-40,Privada com fins lucrativos,21693,Faculdade Anhanguera Franca,-,Avenida Professor Moacir Vieira Coelho - 3125 - CEP: 14405-700 - Residencial Nosso Lar,Franca,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2017,-,,-,,Ativa
16452,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,04.310.392/0001-46,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,4495,FACULDADE ANHANGUERA JARAGUÁ DO SUL,-,Rua Major Júlio Ferreira - s/n - CEP: 89256-210 - Vila Lalau,Jaraguá do Sul,SC,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,5,2018,-,,3,2017,Ativa
14514,EDITORA E DISTRIBUIDORA EDUCACIONAL S/A,38.733.648/0001-40,Privada com fins lucrativos,1502,FACULDADE ANHANGUERA PITÁGORAS DE JUNDIAÍ,-,Rua do Retiro - 3000 - CEP: 13209-355 - Vila das Hortências,Jundiaí,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2017,-,,3,2017,Ativa
1204,PITAGORAS - SISTEMA DE EDUCACAO SUPERIOR SOCIEDADE LTDA,03.239.470/0001-09,Privada com fins lucrativos,11750,FACULDADE ANHANGUERA PITÁGORAS VOTORANTIM (-),-,Av. Juscelino Kubistchek de Oliveira - S/N - CEP: 18110-901 - Centro,Votorantim,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2015,-,,3,2017,Ativa
1079,SOCIEDADE CIENTIFICA E CULTURAL ANISIO TEIXEIRA LTDA,01.149.432/0001-21,Privada sem fins lucrativos,1643,FACULDADE ANÍSIO TEIXEIRA DE FEIRA DE SANTANA (FAT),FAT,Rua Juracy Magalhães - 222 - CEP: 44075-525 - Ponto Central,Feira de Santana,BA,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,3,2015,5,2019,4,2017,Ativa
3073,FOIL LTDA - EPP,04.899.334/0001-08,Privada com fins lucrativos,4810,FACULDADE ANTÔNIO MENEGHETTI (AMF),AMF,Estrada Recanto Maestro - 338 - CEP: 97200-000 - Distrito Recanto Maestro,Restinga Seca,RS,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2018,-,,3,2017,Ativa
15523,FUNDACAO DE DESENVOLVIMENTO SUSTENTAVEL DO CANTAO,10.573.895/0001-07,Pessoa Jurídica de Direito Público - Municipal,17291,FACULDADE ANTONIO PROPICIO AGUIAR FRANCO (FAPAF),FAPAF,Avenida Diogenes de Brito - 51 - CEP: 77570-000 - Centro,Pium,TO,Faculdade,Presencial - Superior,Publica,Pública Municipal,1,2016,-,,-,,Ativa
2917,INSTITUTO APOENA DE DESENVOLVIMENTO EDUCACIONAL LTDA. - ME,08.790.056/0001-07,Privada com fins lucrativos,11593,FACULDADE APOENA,-,Rua General Rondon - 209 - CEP: 68908-080 - Julião Ramos,Macapá,AP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2014,-,,2,2017,Ativa
2910,APOGEU CENTRO INTEGRADO DE EDUCACAO LTDA - ME,06.929.784/0001-13,Privada com fins lucrativos,4588,FACULDADE APOGEU (APOGEU),APOGEU,Área Especial 12 - 0 - CEP: 72415-520 - Setor Sul (Gama),Brasília,DF,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2013,3,2013,3,2017,Ativa
1089,SOCIEDADE DE EDUCACAO E CULTURA DE GOIAS S/C LTDA,00.140.831/0001-69,Privada com fins lucrativos,1663,FACULDADE ARAGUAIA (FARA),FARA,Avenida T-10 - 1047 - CEP: 74223-060 - Setor Bueno,Goiânia,GO,Faculdade,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,5,2019,4,2015,3,2017,Ativa
1174,ADTALEM EDUCACIONAL DO BRASIL LTDA,03.681.572/0001-71,Privada com fins lucrativos,1410,Faculdade Área1 Wyden (Área1 Wyden),Área1 Wyden,Av. Luis Viana Filho - 3172 - CEP: 41720-200 - Imbuí,Salvador,BA,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2015,-,,3,2017,Ativa
16735,EDUCADORA ASC LTDA,04.207.923/0007-65,Privada com fins lucrativos,17403,FACULDADE ARI DE SÁ (FAS),FAS,Avenida Heraclito Graça - 826 - CEP: 60140-060 - Centro,Fortaleza,CE,Faculdade,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,5,2013,3,2019,-,,Ativa
320,FUNDACAO ARMANDO ALVARES PENTEADO,61.451.431/0001-69,Privada sem fins lucrativos,461,FACULDADE ARMANDO ALVARES PENTEADO (FA-FAAP),FA-FAAP,Rua Alagoas - 903 - CEP: 01242-902 - HIGIENOPOLIS,São Paulo,SP,Faculdade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,4,2015,-,,3,2017,Ativa
576,MITRA ARQUIDIOCESANA DE DIAMANTINA,20.078.531/0001-04,Privada sem fins lucrativos,832,FACULDADE ARQUIDIOCESANA DE CURVELO (FAC),FAC,Rua João Pessoa - 88 - CEP: 35790-000 - Centro,Curvelo,MG,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,3,2012,-,,3,2017,Ativa
328,FUNDACAO OCTACILIO GUALBERTO,34.034.959/0001-60,Privada sem fins lucrativos,1080,FACULDADE ARTHUR SÁ EARP NETO (FASE),FASE,Avenida Barão do Rio Branco - 905 a 1003 - CEP: 25680-120 - Centro,Petrópolis,RJ,Faculdade,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,5,2009,-,,4,2017,Ativa
1096,INSTITUICAO EDUCACIONAL CECILIA MARIA DE MELO BARCELOS LTDA,03.522.326/0001-77,Privada com fins lucrativos,1670,FACULDADE ASA DE BRUMADINHO (IECEMB - FAB),IECEMB - FAB,Rodovia Mg 040 - Km 49 - CEP: 35460-000 - .,Brumadinho,MG,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,4,2018,-,,4,2017,Ativa
1406,ORGANIZACAO CULTURAL EDUCACIONAL FILANTROPICA,37.942.521/0001-78,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,2134,FACULDADE ASSEMBLEIANA DO BRASIL,-,Rua Florianópolis - 220 - CEP: 74553-520 - Vila Paraíso,Goiânia,GO,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,3,2015,4,2018,2,2017,Ativa
893,FUNDACAO ASSIS GURGACZ,02.203.539/0001-73,Privada sem fins lucrativos,1612,Faculdade Assis Gurgacz (FAG TOLEDO),FAG TOLEDO,Avenida Ministro Cirne Lima - 2.565 - CEP: 85903-590 - Jardim Coopagro,Toledo,PR,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,3,2010,-,,3,2017,Ativa
1161,SOCIEDADE BRASILEIRA DE ENSINO SUPERIOR,03.346.013/0001-05,Privada sem fins lucrativos,1756,FACULDADE ASSOCIADA BRASIL (FAB),FAB,Rua Tiquatira - 243 - CEP: 04137-111 - Bosque da Saúde,São Paulo,SP,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,3,2011,-,,3,2017,Ativa
14669,FUNDACAO ASTORGA EDUCACAO PARA TODOS - FAET,11.288.799/0001-80,Privada sem fins lucrativos,1614,FACULDADE ASTORGA (FAAST),FAAST,Rua Bahia - 263 - CEP: 86730-000 - Centro,Astorga,PR,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,3,2018,-,,3,2017,Ativa
16146,ATAME EDUCACIONAL LTDA - EPP,06.043.448/0001-79,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,19281,FACULDADE ATAME (ATAME),ATAME,Quadra SEPN 513 Bloco D - SN - CEP: 70760-524 - Asa Norte,Brasília,DF,Faculdade,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,3,2015,4,2018,-,,Ativa
1675,CENTRO EDUCACIONAL HYARTE-ML LTDA,01.428.030/0001-66,Privada com fins lucrativos,22197,FACULDADE ATENAS PASSOS,-,Oscar Cândido Monteiro - 1000 - CEP: 37900-380 - Jardim Colégio de Passos,Passos,MG,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,-,,-,,-,,Ativa
1675,CENTRO EDUCACIONAL HYARTE-ML LTDA,01.428.030/0001-66,Privada com fins lucrativos,22194,FACULDADE ATENAS SETE LAGOAS,-,Avenida Prefeito Alberto Moura - 6000 - CEP: 35702-383 - Distrito Industrial,Sete Lagoas,MG,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,-,,-,,-,,Ativa
16557,UNIAO DAS FACULDADES DA TRIPLICE FRONTEIRA,23.215.207/0001-89,Privada sem fins lucrativos,3180,FACULDADE ATTICUS,-,Avenida das Cataratas - 1.118 - CEP: 85853-000 - Vila Yolanda,Foz do Iguaçu,PR,Faculdade,Presencial - Superior,Privada,Privada sem fins lucrativos,-,,-,,3,2017,Ativa
16654,ATUALIZA ASSESSORIA TREINAMENTO E SERVICOS EDUCACIONAIS LTDA,11.089.005/0001-59,Privada com fins lucrativos,21616,FACULDADE ATUALIZA (ATUALIZA),ATUALIZA,Avenida Juracy Magalhães Júnior - 1388 - CEP: 41940-060 - Rio Vermelho,Salvador,BA,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2017,-,,-,,Ativa
1277,SOCIEDADE EDUCACIONAL ENES NASCIMENTO LTDA - ME,03.762.673/0001-77,Privada com fins lucrativos,4950,FACULDADE AUM,-,Avenida Dom Aquino - 38 - CEP: 78015-200 - Centro,Cuiabá,MT,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2017,-,,2,2017,Ativa
979,CENTRO EDUCACIONAL ALVES FARIA LTDA.,02.850.990/0001-82,Privada com fins lucrativos,1752,FACULDADE AUTÔNOMA DE DIREITO (FADISP),FADISP,Rua João Moura - 313 - CEP: 05412-001 - Pinheiros,São Paulo,SP,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,3,2015,-,,3,2017,Ativa
